Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",alvianantia,42501,I visit here for the first time and I have a chance to enjoy the S$5.90 breakfast with Banh Mi (Viet's sandwich) and drinks by your choice! I order the vegetarian Banh Mi called Lemongrass Tofu with mineral water and it's sooooo delicious and the sandwich size is pretty big! I love it so much❤ the waiter is friendly which makes me love this noodle bar more. You can check the menu on the website. But I assure you all the taste is very good,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Abramis,42496,We visited Nam Nam for quick lunch (or hoped it to be quick,2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",PAC_WestOz,42494,Almost walked past this outlet...I was lost after coming out of the Dhoby Gaut MRT ma,4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Cole S,42479,"Recommend as one of the better Vietnamese places which does vegetarian banh mi and vegetarian pho. We order takeaway from Nam Man probably twice a week, normally veggie banh  ",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Judy G,42474,We ate at this restaurant numerous times during our stay in Singapore. The chicken pho is the best I have ever tasted. We also tried the beef pho and the vegetarian pho which were also lovely. The tamarind soda is delicious with the peanuts and sesame seeds. The prices are excellent and there is a rewards card system which we made use of as well. We will definitely be back again.,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Highadventurer,42470,Don t expect pho bo beef to meet the standards pho bo is served in major cities in both Australia and USA where Vietnamese boat people have successfully resettled 40 years ago. They brought along pho as was except the beef is even better in the USA n austra,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TrailsOfAnne,42469,"This place is perpetually packed! I remembered the soup tasty salty the first trip here. After reading an article that stated no msg was used in nam nam, i decided to give the pho soup another chance. Ordered the pho beef and mango salad. This time, the soup base was less salty. Mango salad was similar to thai style . I came in at 915pm. The turnover was fast but tables were left uncleaned. Nam nam should consider having more bar counter seats as this place is meant to be ""fast food"" ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",mell0507,42467,"Pho and salad was nice (I forgot the salad dish name though). We came for lunch, place was crowded and busy so we has to wait. Nice place for a quick meal",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",daredevilsg68,42455,"Visited this restaurant a couple of times. Quite busy but there is good turnover. Had the beef combo dish, beef ok however the pho was kind of overcooked. The chicken wing is expensive $4.70 for three pieces and the fried prawn in cane stick is also very small portion size. ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Beatrice Ann R,42446,"The restaurant was small but efficient, the food was served quickly and although we had never had Vietnamese food we were pleasantly surprised by the flavours and variety.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Roderick88,42445,"I have dined here many times as I began to love Vietnamese food these days. Even though the food is not as authentic as I wanted but it can serve my craving well. Nam Nam has a special lunch set menu now at 50% discount with a choice of a pho, a drink and 2 fresh spring rolls. This is really value for money as the food is tasty and the servings are good ! Do opt for the Viet coffee as it's really thick with nice smell and taste good !",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",eptrip2021,42443,"I haven't tried anything here except the Banh Mi. Specifically the lemongrass chilli chicken banh mi. It is so delicious, so delicious it is, in and of itself review-worthy. I would like to try something else here, because the rest of the menu looks great, however to go here and not get a banh mi would be crazy.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",WadeGuidry,42422,"They say location location location at this Resturant you have to pay before you eat.... Not so nice..... And as for the coffee sorry ""it's out"" you should serve the traditional way not with a quick machine.....taste is not the same so please don't say it tastes the same. ",2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Heinogr,42421,Visited with some colleagues. Very busy during the office hours. Food could be more spicy. Had Mangosalad and Chickenwings. Price ok.,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",alonradzi,42409,"Good noodles great soup. No doubt.
To me its a bit to crowded and commercial lacking the Vietnam simple and humble spirit...
Pomelo salad was excellent!",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",mingch1234,42405,"I always come here with my mom or with friends! Their broth is so warm and delicious! It's best to come here at lunch time with a set at 10.90(original 20.90) it comes with a choice of chicken/beef slices (med rare) pho, a choice of drink (iced viet coffee, tea etc) and fresh hand rolls (pork, prawn and vege). Usually a bowl of noodles itself cost $8.50-17.90 (wagyu). So it is quite worth it to have a lunch set her ",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",biz_trvlr81,42396,"The place to go for Pho or other authentic Vietnamese food. Busy most of the time, so sometimes the wait is quite long for a table.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",mingzy,42392,Second time at this chain store. Was at the raffles city branch both time,3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",SandsOfClifton,42382,"It's a trade off since the food is good, the breakfast sets are great value but the service is abysmal, borderline rude and disorganised. 

I'd likely return but it shan't be because of the service.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Jerry D,42369,"My wife is fro Vietnam so we know the real deal and this Nam Nam does not have it. or at least on what we had. I had the Pho Ga and Pho is all about the stock and this stock is not so good. In addition the pieces of chicken tasty soapy, not sure what was up with that. My wife had the grilled pork and rice. The pork was very well done and tuff. Highly unlikely we would return.",2,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ninhursag,42357,"Went there a couple of times over two days - first time for lunch (had pho with pork balls and a fruit cocktai. The pho had a nice kick to it and the drink was very refreshing on a hot and humid day. The second time I just had a quick snack - a special with a selection of small dishes. Both times the food came out quickly, and it was hard to fault it. Price was also pretty reasonable given the location. All up, I'd recommend it. I think it would be good for families as well.",4,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TrailsOfAnne,42350,"The soup is piping hot which was great! However, I found the soup a bit too salty. I did not recall having beef soup like this in vietnam, although the cafe was served by a few staff members who are vietnamese.Perhaps nam nam is serving beef noodles f ",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Nick_Tembagapura,42348,"We really enjoyed the food and drinks and service was friendly and quick.  I was basically and get in, order, get served and get out. Good for quick food while shopping. Not ideal for relaxing but that isn't their goal. Staff were very helpful.",3,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",marlone955,42340,"Nam Nam is one of my favorite restaurants in Singapore. It serves classic Vietnamese cuisine, especially the Pho's. I love their Pho Beef Combination! The broth itself is delish! Their Bahn Mi are also yummy and big enough for two people. They also serve different rolls and salad ",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Good_Partner,42334,"Understand that owner of this restaurant is from Vietnam so taste of pho soup has been more than authentic. Why? Pho soup there is tastier than what I tried in Vietnam, not to mention the setting and cleanliness of outlets in upmarket malls at Raffles City and Ion impress too. The set lunch at $10.90 is a steal comparing what is offered elsewhere nearby. No MSG, as claimed and it seemed to be real from experience. Order Lotus tea to go with the set to leave behind the fragrant of this tea leaf between your teeth. Highly recommended.",5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Ashibaoka,42324,Beautifully fragrant and tasty soup - even better than some we have tasted in Vietnam.  I keep on going back to Nam Nam for their pho with beef - such a treat!  Go early or late lunch. Otherwise it could be a hungry wait.,5,,,,,,
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",hairypott3r,42316,"Food was good, no doubt about it. Ordered dry egg noodles with minced pork, pho with beef slices, lemongrass chicken bread and fresh spring roll. I asked for more soup for my pho and was asked to top up $0.30 which was fair. They refilled my bowl with another serving or super flavorful broth. We couldn't finished the bread and asked to pack it up. Waiter came back and said we had to pay $0.50 for it!!?!? We were appalled but did so as we had not actually touched the bread and didn't want to waste it. Of cos we were expecting some atas packaging but guess what...... It was wrapped in 2 pieces of thin food wrap and a normal plastic bag! Why were we charged $0.50 then? I didn't think it was money fairly paid cos I had never paid for food takeaway at restaurants or cafe ",3,,,,,,
